 "subject" , "predicate" , "object" ,
 "http://data.openbudgets.eu/ontology/dsd/attribute/currency" , "http://purl.org/linked-data/cube#concept" , "http://purl.org/linked-data/sdmx/2009/concept#currency" ,
 "http://data.openbudgets.eu/ontology/dsd/attribute/currency" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://purl.org/linked-data/cube#AttributeProperty" ,
 "http://data.openbudgets.eu/ontology/dsd/attribute/currency" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://purl.org/linked-data/cube#CodedProperty" ,
 "http://data.openbudgets.eu/ontology/dsd/attribute/currency" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#Property" ,
 "http://data.openbudgets.eu/ontology/dsd/attribute/currency" , "http://www.w3.org/2000/01/rdf-schema#comment" , "The currency of the financial amount." ,
 "http://data.openbudgets.eu/ontology/dsd/attribute/currency" , "http://www.w3.org/2000/01/rdf-schema#isDefinedBy" , "http://data.openbudgets.eu/ontology" ,
 "http://data.openbudgets.eu/ontology/dsd/attribute/currency" , "http://www.w3.org/2000/01/rdf-schema#label" , "currency" ,
 "http://data.openbudgets.eu/ontology/dsd/attribute/currency" , "http://www.w3.org/2000/01/rdf-schema#range" , "http://data.openbudgets.eu/ontology/Currency" ,
 "http://data.openbudgets.eu/ontology/dsd/attribute/currency" , "http://www.w3.org/2000/01/rdf-schema#subPropertyOf" , "http://purl.org/linked-data/sdmx/2009/attribute#currency" ,
 "http://data.openbudgets.eu/ontology/dsd/attribute/taxesIncluded" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://purl.org/linked-data/cube#AttributeProperty" ,
 "http://data.openbudgets.eu/ontology/dsd/attribute/taxesIncluded" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://purl.org/linked-data/cube#CodedProperty" ,
 "http://data.openbudgets.eu/ontology/dsd/attribute/taxesIncluded" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#Property" ,
 "http://data.openbudgets.eu/ontology/dsd/attribute/taxesIncluded" , "http://www.w3.org/2000/01/rdf-schema#comment" , "Indicates whether the reported amount includes taxes." ,
 "http://data.openbudgets.eu/ontology/dsd/attribute/taxesIncluded" , "http://www.w3.org/2000/01/rdf-schema#isDefinedBy" , "http://data.openbudgets.eu/ontology" ,
 "http://data.openbudgets.eu/ontology/dsd/attribute/taxesIncluded" , "http://www.w3.org/2000/01/rdf-schema#label" , "taxes included" ,
 "http://data.openbudgets.eu/ontology/dsd/attribute/taxesIncluded" , "http://www.w3.org/2000/01/rdf-schema#range" , "http://www.w3.org/2001/XMLSchema#boolean" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/administrativeClassification" , "http://purl.org/linked-data/cube#concept" , "http://data.openbudgets.eu/ontology/AdministrativeClassification" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/administrativeClassification" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://purl.org/linked-data/cube#CodedProperty" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/administrativeClassification" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#Property" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/administrativeClassification" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://purl.org/linked-data/cube#DimensionProperty" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/administrativeClassification" , "http://www.w3.org/2000/01/rdf-schema#comment" , "Identifies the entity responsible for managing the public funds concerned." ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/administrativeClassification" , "http://www.w3.org/2000/01/rdf-schema#isDefinedBy" , "http://data.openbudgets.eu/ontology" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/administrativeClassification" , "http://www.w3.org/2000/01/rdf-schema#label" , "administrative classification" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/administrativeClassification" , "http://www.w3.org/2000/01/rdf-schema#range" , "http://www.w3.org/2004/02/skos/core#Concept" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/administrativeClassification" , "http://www.w3.org/2000/01/rdf-schema#subPropertyOf" , "http://data.openbudgets.eu/ontology/dsd/dimension/classification" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/classification" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://purl.org/linked-data/cube#CodedProperty" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/classification" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#Property" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/classification" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://purl.org/linked-data/cube#DimensionProperty" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/classification" , "http://www.w3.org/2000/01/rdf-schema#comment" , "Category to which observation belongs." ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/classification" , "http://www.w3.org/2000/01/rdf-schema#isDefinedBy" , "http://data.openbudgets.eu/ontology" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/classification" , "http://www.w3.org/2000/01/rdf-schema#label" , "classification" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/classification" , "http://www.w3.org/2000/01/rdf-schema#range" , "http://www.w3.org/2004/02/skos/core#Concept" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/classification" , "http://www.w3.org/2000/01/rdf-schema#subPropertyOf" , "http://purl.org/dc/terms/subject" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/budgetPhase" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://purl.org/linked-data/cube#CodedProperty" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/budgetPhase" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#Property" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/budgetPhase" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://purl.org/linked-data/cube#DimensionProperty" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/budgetPhase" , "http://www.w3.org/2000/01/rdf-schema#comment" , "Major event or stage in the budget cycle." ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/budgetPhase" , "http://www.w3.org/2000/01/rdf-schema#isDefinedBy" , "http://data.openbudgets.eu/ontology" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/budgetPhase" , "http://www.w3.org/2000/01/rdf-schema#label" , "budget phase" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/budgetPhase" , "http://www.w3.org/2000/01/rdf-schema#range" , "http://data.openbudgets.eu/ontology/BudgetPhase" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/budgetPhase" , "http://purl.org/linked-data/cube#codeList" , "http://data.openbudgets.eu/resource/codelist/budget-phase" ,
 "http://data.openbudgets.eu/ontology/BudgetPhase" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2000/01/rdf-schema#Class" ,
 "http://data.openbudgets.eu/ontology/BudgetPhase" , "http://www.w3.org/2000/01/rdf-schema#isDefinedBy" , "http://data.openbudgets.eu/ontology" ,
 "http://data.openbudgets.eu/ontology/BudgetPhase" , "http://www.w3.org/2000/01/rdf-schema#label" , "Budget phase" ,
 "http://data.openbudgets.eu/resource/codelist/budget-phase" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2004/02/skos/core#ConceptScheme" ,
 "http://data.openbudgets.eu/resource/codelist/budget-phase" , "http://www.w3.org/2000/01/rdf-schema#label" , "Code list that distinguishes among phases of the budget." ,
 "http://data.openbudgets.eu/resource/codelist/budget-phase" , "http://www.w3.org/2004/02/skos/core#hasTopConcept" , "http://data.openbudgets.eu/resource/codelist/budget-phase/approved" ,
 "http://data.openbudgets.eu/resource/codelist/budget-phase" , "http://www.w3.org/2004/02/skos/core#hasTopConcept" , "http://data.openbudgets.eu/resource/codelist/budget-phase/draft" ,
 "http://data.openbudgets.eu/resource/codelist/budget-phase" , "http://www.w3.org/2004/02/skos/core#hasTopConcept" , "http://data.openbudgets.eu/resource/codelist/budget-phase/executed" ,
 "http://data.openbudgets.eu/resource/codelist/budget-phase" , "http://www.w3.org/2004/02/skos/core#hasTopConcept" , "http://data.openbudgets.eu/resource/codelist/budget-phase/revised" ,
 "http://data.openbudgets.eu/resource/codelist/budget-phase/approved" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2004/02/skos/core#Concept" ,
 "http://data.openbudgets.eu/resource/codelist/budget-phase/approved" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://data.openbudgets.eu/ontology/BudgetPhase" ,
 "http://data.openbudgets.eu/resource/codelist/budget-phase/approved" , "http://www.w3.org/2004/02/skos/core#inScheme" , "http://data.openbudgets.eu/resource/codelist/budget-phase" ,
 "http://data.openbudgets.eu/resource/codelist/budget-phase/approved" , "http://www.w3.org/2004/02/skos/core#prefLabel" , "Approved" ,
 "http://data.openbudgets.eu/resource/codelist/budget-phase/approved" , "http://www.w3.org/2004/02/skos/core#topConceptOf" , "http://data.openbudgets.eu/resource/codelist/budget-phase" ,
 "http://data.openbudgets.eu/resource/codelist/budget-phase/draft" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2004/02/skos/core#Concept" ,
 "http://data.openbudgets.eu/resource/codelist/budget-phase/draft" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://data.openbudgets.eu/ontology/BudgetPhase" ,
 "http://data.openbudgets.eu/resource/codelist/budget-phase/draft" , "http://www.w3.org/2004/02/skos/core#inScheme" , "http://data.openbudgets.eu/resource/codelist/budget-phase" ,
 "http://data.openbudgets.eu/resource/codelist/budget-phase/draft" , "http://www.w3.org/2004/02/skos/core#prefLabel" , "Draft" ,
 "http://data.openbudgets.eu/resource/codelist/budget-phase/draft" , "http://www.w3.org/2004/02/skos/core#topConceptOf" , "http://data.openbudgets.eu/resource/codelist/budget-phase" ,
 "http://data.openbudgets.eu/resource/codelist/budget-phase/executed" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2004/02/skos/core#Concept" ,
 "http://data.openbudgets.eu/resource/codelist/budget-phase/executed" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://data.openbudgets.eu/ontology/BudgetPhase" ,
 "http://data.openbudgets.eu/resource/codelist/budget-phase/executed" , "http://www.w3.org/2004/02/skos/core#inScheme" , "http://data.openbudgets.eu/resource/codelist/budget-phase" ,
 "http://data.openbudgets.eu/resource/codelist/budget-phase/executed" , "http://www.w3.org/2004/02/skos/core#prefLabel" , "Executed" ,
 "http://data.openbudgets.eu/resource/codelist/budget-phase/executed" , "http://www.w3.org/2004/02/skos/core#topConceptOf" , "http://data.openbudgets.eu/resource/codelist/budget-phase" ,
 "http://data.openbudgets.eu/resource/codelist/budget-phase/revised" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2004/02/skos/core#Concept" ,
 "http://data.openbudgets.eu/resource/codelist/budget-phase/revised" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://data.openbudgets.eu/ontology/BudgetPhase" ,
 "http://data.openbudgets.eu/resource/codelist/budget-phase/revised" , "http://www.w3.org/2004/02/skos/core#inScheme" , "http://data.openbudgets.eu/resource/codelist/budget-phase" ,
 "http://data.openbudgets.eu/resource/codelist/budget-phase/revised" , "http://www.w3.org/2004/02/skos/core#prefLabel" , "Revised" ,
 "http://data.openbudgets.eu/resource/codelist/budget-phase/revised" , "http://www.w3.org/2004/02/skos/core#topConceptOf" , "http://data.openbudgets.eu/resource/codelist/budget-phase" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/budgetaryUnit" , "http://purl.org/linked-data/cube#concept" , "http://purl.org/linked-data/sdmx/2009/concept#statUnit" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/budgetaryUnit" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://purl.org/linked-data/cube#CodedProperty" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/budgetaryUnit" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#Property" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/budgetaryUnit" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://purl.org/linked-data/cube#DimensionProperty" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/budgetaryUnit" , "http://www.w3.org/2000/01/rdf-schema#comment" , "Deprecated. Use obeu-dimension:organization." ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/budgetaryUnit" , "http://www.w3.org/2000/01/rdf-schema#isDefinedBy" , "http://data.openbudgets.eu/ontology" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/budgetaryUnit" , "http://www.w3.org/2000/01/rdf-schema#label" , "budgetary unit" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/budgetaryUnit" , "http://www.w3.org/2000/01/rdf-schema#range" , "http://www.w3.org/ns/org#Organization" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/budgetaryUnit" , "http://www.w3.org/2000/01/rdf-schema#seeAlso" , "http://data.openbudgets.eu/ontology/dsd/dimension/organization" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/budgetaryUnit" , "http://www.w3.org/2002/07/owl#deprecated" , "true" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/economicClassification" , "http://purl.org/linked-data/cube#concept" , "http://data.openbudgets.eu/ontology/EconomicClassification" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/economicClassification" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://purl.org/linked-data/cube#CodedProperty" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/economicClassification" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#Property" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/economicClassification" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://purl.org/linked-data/cube#DimensionProperty" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/economicClassification" , "http://www.w3.org/2000/01/rdf-schema#comment" , "Identifies the type of expenditure incurred or source of revenues." ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/economicClassification" , "http://www.w3.org/2000/01/rdf-schema#isDefinedBy" , "http://data.openbudgets.eu/ontology" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/economicClassification" , "http://www.w3.org/2000/01/rdf-schema#label" , "economic classification" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/economicClassification" , "http://www.w3.org/2000/01/rdf-schema#range" , "http://www.w3.org/2004/02/skos/core#Concept" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/economicClassification" , "http://www.w3.org/2000/01/rdf-schema#subPropertyOf" , "http://data.openbudgets.eu/ontology/dsd/dimension/classification" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/fiscalPeriod" , "http://purl.org/linked-data/cube#concept" , "http://purl.org/linked-data/sdmx/2009/concept#refPeriod" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/fiscalPeriod" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://purl.org/linked-data/cube#CodedProperty" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/fiscalPeriod" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#Property" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/fiscalPeriod" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://purl.org/linked-data/cube#DimensionProperty" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/fiscalPeriod" , "http://www.w3.org/2000/01/rdf-schema#comment" , "The period of time reflected in financial statements." ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/fiscalPeriod" , "http://www.w3.org/2000/01/rdf-schema#isDefinedBy" , "http://data.openbudgets.eu/ontology" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/fiscalPeriod" , "http://www.w3.org/2000/01/rdf-schema#label" , "fiscal period" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/fiscalPeriod" , "http://www.w3.org/2000/01/rdf-schema#range" , "http://www.w3.org/2006/time#Interval" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/fiscalPeriod" , "http://www.w3.org/2000/01/rdf-schema#subPropertyOf" , "http://purl.org/linked-data/sdmx/2009/dimension#refPeriod" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/fiscalYear" , "http://purl.org/linked-data/cube#concept" , "http://purl.org/linked-data/sdmx/2009/concept#refPeriod" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/fiscalYear" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://purl.org/linked-data/cube#CodedProperty" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/fiscalYear" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#Property" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/fiscalYear" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://purl.org/linked-data/cube#DimensionProperty" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/fiscalYear" , "http://www.w3.org/2000/01/rdf-schema#comment" , "The year reflected in financial statements." ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/fiscalYear" , "http://www.w3.org/2000/01/rdf-schema#isDefinedBy" , "http://data.openbudgets.eu/ontology" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/fiscalYear" , "http://www.w3.org/2000/01/rdf-schema#label" , "fiscal year" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/fiscalYear" , "http://www.w3.org/2000/01/rdf-schema#range" , "http://reference.data.gov.uk/def/intervals/Year" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/fiscalYear" , "http://www.w3.org/2000/01/rdf-schema#subPropertyOf" , "http://data.openbudgets.eu/ontology/dsd/dimension/fiscalPeriod" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/functionalClassification" , "http://purl.org/linked-data/cube#concept" , "http://data.openbudgets.eu/ontology/FunctionalClassification" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/functionalClassification" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://purl.org/linked-data/cube#CodedProperty" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/functionalClassification" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#Property" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/functionalClassification" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://purl.org/linked-data/cube#DimensionProperty" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/functionalClassification" , "http://www.w3.org/2000/01/rdf-schema#comment" , "Classifies expenditures by general government sector and by the purpose of the expenditure." ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/functionalClassification" , "http://www.w3.org/2000/01/rdf-schema#isDefinedBy" , "http://data.openbudgets.eu/ontology" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/functionalClassification" , "http://www.w3.org/2000/01/rdf-schema#label" , "functional classification" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/functionalClassification" , "http://www.w3.org/2000/01/rdf-schema#range" , "http://www.w3.org/2004/02/skos/core#Concept" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/functionalClassification" , "http://www.w3.org/2000/01/rdf-schema#subPropertyOf" , "http://data.openbudgets.eu/ontology/dsd/dimension/classification" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/operationCharacter" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://purl.org/linked-data/cube#CodedProperty" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/operationCharacter" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#Property" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/operationCharacter" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://purl.org/linked-data/cube#DimensionProperty" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/operationCharacter" , "http://www.w3.org/2000/01/rdf-schema#comment" , "Distinguishes among expenditure and revenue." ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/operationCharacter" , "http://www.w3.org/2000/01/rdf-schema#isDefinedBy" , "http://data.openbudgets.eu/ontology" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/operationCharacter" , "http://www.w3.org/2000/01/rdf-schema#label" , "operation character" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/operationCharacter" , "http://www.w3.org/2000/01/rdf-schema#range" , "http://data.openbudgets.eu/ontology/OperationCharacter" ,
 "http://data.openbudgets.eu/ontology/dsd/dimension/operationCharacter" , "http://purl.org/linked-data/cube#codeList" , "http://data.openbudgets.eu/resource/codelist/operation-character" ,
 "http://data.openbudgets.eu/ontology/OperationCharacter" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.w3.org/2000/01/rdf-schema#Class" ,
 "http://data.openbudgets.eu/ontology/OperationCharacter" , "http://www.w3.org/2000/01/rdf-schema#isDefinedBy" , "http://data.openbudgets.eu/ontology" ,
 "http://data.openbudgets.eu/ontology/OperationCharacter" , "http://www.w3.org/2000/01/rdf-schema#label" , "Operation character" ,
